fecha ;PM10;PM2,5
1/12/2023 1:00;10.15;6.36
1/12/2023 2:00;11.9;6.97
1/12/2023 3:00;17.26;9.35
1/12/2023 4:00;21.73;14.35
1/12/2023 5:00;33.71;21.07
1/12/2023 6:00;30.66;14.52
1/12/2023 7:00;33.44;13.33
1/12/2023 8:00;28.86;14.09
1/12/2023 9:00;11.32;5.9
1/12/2023 10:00;6.81;3.8
1/12/2023 11:00;4.01;1.85
1/12/2023 12:00;3.87;1.82
1/12/2023 13:00;4.21;2.37
1/12/2023 14:00;4.66;2.48
1/12/2023 15:00;4.8;2.33
1/12/2023 16:00;8.06;3.11
1/12/2023 17:00;8.82;3.2
1/12/2023 18:00;7.94;2.97
1/12/2023 19:00;7.13;2.95
1/12/2023 20:00;5.67;2.61
1/12/2023 21:00;10.13;4.51
1/12/2023 22:00;9.99;3.97
1/12/2023 23:00;11.41;4.2
2/12/2023 0:00;8.0;3.47
2/12/2023 1:00;10.71;3.96
2/12/2023 2:00;14.61;6.65
2/12/2023 3:00;17.38;8.63
2/12/2023 4:00;24.27;13.01
2/12/2023 5:00;26.99;15.45
2/12/2023 6:00;29.67;12.6
2/12/2023 7:00;48.55;24.25
2/12/2023 8:00;18.43;8.87
2/12/2023 9:00;9.13;4.5
2/12/2023 10:00;8.31;4.51
2/12/2023 11:00;7.54;4.02
2/12/2023 12:00;4.72;2.57
2/12/2023 13:00;5.43;3.04
2/12/2023 14:00;5.6;3.32
2/12/2023 15:00;5.58;3.09
2/12/2023 16:00;6.98;3.19
2/12/2023 17:00;7.99;3.91
2/12/2023 18:00;7.95;4.03
2/12/2023 19:00;11.38;5.83
2/12/2023 20:00;11.27;6.03
2/12/2023 21:00;10.08;5.49
2/12/2023 22:00;9.74;5.25
2/12/2023 23:00;12.41;5.86
3/12/2023 0:00;14.7;6.96
3/12/2023 1:00;17.5;8.61
3/12/2023 2:00;15.89;8.64
3/12/2023 3:00;20.0;10.32
3/12/2023 4:00;18.35;9.82
3/12/2023 5:00;26.7;15.95
3/12/2023 6:00;25.25;16.02
3/12/2023 7:00;20.97;13.08
3/12/2023 8:00;22.49;13.65
3/12/2023 9:00;18.28;13.02
3/12/2023 10:00;16.6;12.51
3/12/2023 11:00;11.42;8.32
3/12/2023 12:00;7.52;5.3
3/12/2023 13:00;7.29;4.73
3/12/2023 14:00;6.66;4.19
3/12/2023 15:00;6.68;4.26
3/12/2023 16:00;6.7;3.77
3/12/2023 17:00;7.12;3.61
3/12/2023 18:00;7.05;3.56
3/12/2023 19:00;9.87;4.97
3/12/2023 20:00;8.45;4.53
3/12/2023 21:00;8.93;4.79
3/12/2023 22:00;9.55;5.09
3/12/2023 23:00;10.56;5.33
4/12/2023 0:00;11.47;6.58
4/12/2023 1:00;13.11;7.4
4/12/2023 2:00;16.13;7.66
4/12/2023 3:00;11.06;6.74
4/12/2023 4:00;13.16;7.81
4/12/2023 5:00;15.81;7.48
4/12/2023 6:00;22.3;10.1
4/12/2023 7:00;27.47;13.5
4/12/2023 8:00;19.25;11.07
4/12/2023 9:00;9.74;4.49
4/12/2023 10:00;5.62;2.96
4/12/2023 11:00;4.77;2.57
4/12/2023 12:00;5.28;2.84
4/12/2023 13:00;4.99;2.77
4/12/2023 14:00;4.43;2.38
4/12/2023 15:00;5.46;2.2
4/12/2023 16:00;7.06;2.76
4/12/2023 17:00;7.46;2.98
4/12/2023 18:00;7.77;3.48
4/12/2023 19:00;13.39;5.41
4/12/2023 20:00;11.33;4.76
4/12/2023 21:00;10.24;4.58
4/12/2023 22:00;16.29;5.84
4/12/2023 23:00;12.55;5.11
5/12/2023 0:00;15.01;6.25
5/12/2023 1:00;15.78;8.43
5/12/2023 2:00;18.47;9.91
5/12/2023 3:00;17.38;11.02
5/12/2023 4:00;13.22;9.61
5/12/2023 5:00;15.43;9.85
5/12/2023 6:00;12.26;8.99
5/12/2023 7:00;15.47;10.86
5/12/2023 8:00;27.45;15.84
5/12/2023 9:00;17.72;10.42
5/12/2023 10:00;4.87;2.56
5/12/2023 11:00;4.51;2.14
5/12/2023 12:00;4.49;2.16
5/12/2023 13:00;3.91;1.88
5/12/2023 14:00;4.24;1.89
5/12/2023 15:00;4.57;1.83
5/12/2023 16:00;5.77;1.86
5/12/2023 17:00;6.37;2.37
5/12/2023 18:00;6.83;2.53
5/12/2023 19:00;5.66;2.8
5/12/2023 20:00;6.29;3.29
5/12/2023 21:00;17.46;4.61
5/12/2023 22:00;9.61;3.75
5/12/2023 23:00;16.0;4.69
6/12/2023 0:00;21.24;6.4
6/12/2023 1:00;10.2;4.31
6/12/2023 2:00;11.22;5.13
6/12/2023 3:00;15.25;7.39
6/12/2023 4:00;9.87;5.17
6/12/2023 5:00;9.43;4.66
6/12/2023 6:00;18.14;6.02
6/12/2023 7:00;32.88;15.63
6/12/2023 8:00;20.89;10.83
6/12/2023 9:00;4.96;2.37
6/12/2023 10:00;4.94;2.13
6/12/2023 11:00;5.07;1.89
6/12/2023 12:00;3.72;1.55
6/12/2023 13:00;4.04;2.05
6/12/2023 14:00;4.44;1.75
6/12/2023 15:00;4.52;1.98
6/12/2023 16:00;4.11;1.51
6/12/2023 17:00;6.82;2.25
6/12/2023 18:00;7.88;2.39
6/12/2023 19:00;6.0;2.43
6/12/2023 20:00;9.92;4.12
6/12/2023 21:00;16.28;5.27
6/12/2023 22:00;8.84;4.08
6/12/2023 23:00;10.89;4.3
7/12/2023 0:00;6.98;3.44
7/12/2023 1:00;12.03;4.1
7/12/2023 2:00;16.59;6.16
7/12/2023 3:00;10.24;4.14
7/12/2023 4:00;16.16;6.15
7/12/2023 5:00;6.6;5.24
7/12/2023 6:00;11.06;8.93
7/12/2023 7:00;19.3;15.02
7/12/2023 8:00;13.16;10.37
7/12/2023 9:00;7.22;5.56
7/12/2023 10:00;7.72;6.24
7/12/2023 11:00;8.11;6.37
7/12/2023 12:00;7.47;5.87
7/12/2023 13:00;10.72;7.83
7/12/2023 14:00;10.2;7.25
7/12/2023 15:00;7.61;5.08
7/12/2023 16:00;9.0;6.28
7/12/2023 17:00;7.05;4.81
7/12/2023 18:00;8.61;5.67
7/12/2023 19:00;8.96;5.16
7/12/2023 20:00;10.22;5.74
7/12/2023 21:00;7.25;4.67
7/12/2023 22:00;7.65;4.85
7/12/2023 23:00;7.82;5.54
8/12/2023 0:00;8.72;6.33
8/12/2023 1:00;6.64;4.97
8/12/2023 2:00;6.06;4.46
8/12/2023 3:00;6.15;4.42
8/12/2023 4:00;8.08;5.77
8/12/2023 5:00;11.92;8.39
8/12/2023 6:00;11.39;7.37
8/12/2023 7:00;11.59;7.96
8/12/2023 8:00;7.68;5.06
8/12/2023 9:00;7.04;5.22
17/12/2023 7:00;7.85;5.91
17/12/2023 8:00;14.0;10.05
17/12/2023 9:00;22.49;17.61
17/12/2023 10:00;16.3;11.97
17/12/2023 11:00;10.65;6.46
17/12/2023 12:00;10.58;7.02
17/12/2023 13:00;11.29;7.29
17/12/2023 14:00;10.09;6.72
17/12/2023 15:00;15.8;9.38
17/12/2023 16:00;15.71;8.85
17/12/2023 17:00;12.63;6.4
17/12/2023 18:00;14.04;7.73
17/12/2023 19:00;11.49;5.95
17/12/2023 20:00;13.31;7.19
17/12/2023 21:00;14.41;6.98
17/12/2023 22:00;16.45;7.93
17/12/2023 23:00;10.02;5.88
18/12/2023 0:00;10.56;6.16
18/12/2023 1:00;10.21;6.65
18/12/2023 2:00;11.22;7.52
18/12/2023 3:00;8.4;5.78
18/12/2023 4:00;7.99;5.24
18/12/2023 5:00;8.13;5.24
18/12/2023 6:00;10.91;6.88
18/12/2023 7:00;16.74;10.17
18/12/2023 8:00;17.64;9.37
18/12/2023 9:00;16.93;9.77
18/12/2023 10:00;12.57;6.36
18/12/2023 11:00;11.01;6.13
18/12/2023 12:00;10.97;6.54
18/12/2023 13:00;9.97;5.8
18/12/2023 14:00;14.84;7.34
18/12/2023 15:00;14.07;7.52
18/12/2023 16:00;18.22;9.18
18/12/2023 17:00;17.46;10.66
18/12/2023 18:00;12.49;7.21
18/12/2023 19:00;22.77;10.47
18/12/2023 20:00;23.71;13.82
18/12/2023 21:00;25.53;12.3
18/12/2023 22:00;19.63;10.11
18/12/2023 23:00;14.68;6.99
19/12/2023 0:00;11.51;5.48
19/12/2023 1:00;10.56;5.77
19/12/2023 2:00;11.36;5.98
19/12/2023 3:00;11.97;6.79
19/12/2023 4:00;11.95;7.47
19/12/2023 5:00;11.44;7.37
19/12/2023 6:00;14.91;8.45
19/12/2023 7:00;15.99;8.39
19/12/2023 8:00;21.91;12.14
19/12/2023 9:00;20.87;12.22
19/12/2023 10:00;22.48;12.12
19/12/2023 11:00;14.61;7.68
19/12/2023 12:00;18.61;10.23
19/12/2023 13:00;14.54;8.16
19/12/2023 14:00;9.6;5.36
19/12/2023 15:00;11.67;6.46
19/12/2023 16:00;13.08;6.47
19/12/2023 18:00;12.19;6.61
19/12/2023 19:00;10.69;6.23
19/12/2023 20:00;16.91;7.94
19/12/2023 21:00;12.29;7.47
19/12/2023 22:00;12.06;6.28
19/12/2023 23:00;11.21;5.12
20/12/2023 0:00;12.77;5.38
20/12/2023 1:00;14.02;8.01
20/12/2023 2:00;10.86;6.1
20/12/2023 3:00;12.81;7.65
20/12/2023 4:00;12.4;7.13
20/12/2023 5:00;7.11;3.72
20/12/2023 6:00;16.02;5.79
20/12/2023 7:00;25.42;8.74
20/12/2023 8:00;31.47;11.54
20/12/2023 9:00;23.93;11.89
20/12/2023 10:00;18.43;8.54
20/12/2023 11:00;8.89;3.93
20/12/2023 12:00;10.48;4.59
20/12/2023 13:00;10.02;4.7
20/12/2023 14:00;8.41;4.45
20/12/2023 15:00;8.05;3.94
20/12/2023 16:00;8.64;4.06
20/12/2023 17:00;10.3;5.13
20/12/2023 18:00;12.64;5.11
20/12/2023 19:00;11.65;5.03
20/12/2023 20:00;21.08;8.8
20/12/2023 21:00;14.34;6.2
20/12/2023 22:00;23.45;9.38
20/12/2023 23:00;26.06;10.64
21/12/2023 0:00;22.84;9.18
21/12/2023 1:00;24.78;12.91
21/12/2023 2:00;19.8;11.43
21/12/2023 3:00;18.41;10.33
21/12/2023 4:00;22.84;13.01
21/12/2023 5:00;31.58;18.97
21/12/2023 6:00;40.98;20.41
21/12/2023 7:00;42.22;20.35
21/12/2023 8:00;40.87;17.33
21/12/2023 9:00;31.87;13.46
21/12/2023 10:00;13.47;7.11
21/12/2023 11:00;12.39;6.22
21/12/2023 12:00;11.34;5.88
21/12/2023 13:00;10.59;5.69
21/12/2023 14:00;9.24;4.94
21/12/2023 15:00;10.24;5.05
21/12/2023 16:00;14.98;7.38
21/12/2023 17:00;14.38;8.46
21/12/2023 18:00;16.85;9.19
21/12/2023 19:00;18.18;9.61
21/12/2023 20:00;21.39;9.75
21/12/2023 21:00;18.36;9.92
21/12/2023 22:00;19.04;10.13
21/12/2023 23:00;19.43;9.72
22/12/2023 0:00;18.22;9.47
22/12/2023 1:00;13.44;8.22
22/12/2023 2:00;17.14;10.14
22/12/2023 3:00;16.34;10.41
22/12/2023 4:00;14.5;9.3
22/12/2023 5:00;15.56;9.93
22/12/2023 6:00;24.87;12.41
22/12/2023 7:00;26.85;11.68
22/12/2023 8:00;37.52;14.04
22/12/2023 9:00;28.64;12.25
22/12/2023 10:00;19.69;9.35
22/12/2023 11:00;14.15;6.44
22/12/2023 12:00;12.3;5.68
22/12/2023 13:00;9.98;5.39
22/12/2023 14:00;12.31;6.19
22/12/2023 15:00;13.11;6.45
22/12/2023 16:00;14.39;6.79
22/12/2023 17:00;15.13;6.17
22/12/2023 18:00;16.53;6.98
22/12/2023 19:00;17.66;7.77
22/12/2023 20:00;21.68;8.96
22/12/2023 21:00;17.6;8.44
22/12/2023 22:00;20.23;9.37
22/12/2023 23:00;15.21;8.48
23/12/2023 0:00;16.29;8.86
23/12/2023 1:00;19.59;9.25
23/12/2023 2:00;23.28;10.97
23/12/2023 3:00;22.63;11.41
23/12/2023 4:00;26.43;14.36
23/12/2023 5:00;34.68;17.55
23/12/2023 6:00;31.85;17.67
23/12/2023 7:00;35.46;22.76
23/12/2023 8:00;29.42;19.95
23/12/2023 9:00;32.69;17.9
23/12/2023 10:00;18.83;9.54
23/12/2023 11:00;13.67;7.49
23/12/2023 12:00;13.5;6.76
23/12/2023 13:00;11.68;5.92
23/12/2023 14:00;9.81;4.81
23/12/2023 15:00;7.42;3.64
23/12/2023 16:00;6.96;3.86
23/12/2023 17:00;6.89;3.56
23/12/2023 18:00;12.54;5.07
23/12/2023 19:00;17.23;6.9
23/12/2023 20:00;19.12;7.54
23/12/2023 21:00;15.81;7.91
23/12/2023 22:00;28.11;10.56
23/12/2023 23:00;18.44;8.39
24/12/2023 0:00;48.69;15.71
24/12/2023 1:00;25.25;10.78
24/12/2023 2:00;21.33;8.98
24/12/2023 3:00;14.37;6.62
24/12/2023 4:00;17.87;8.34
24/12/2023 5:00;15.59;8.36
24/12/2023 6:00;23.49;12.19
24/12/2023 7:00;26.71;13.02
24/12/2023 8:00;27.44;13.56
24/12/2023 9:00;19.27;11.64
24/12/2023 10:00;13.44;7.82
24/12/2023 11:00;7.31;3.74
24/12/2023 12:00;7.1;3.29
24/12/2023 13:00;7.12;3.07
24/12/2023 14:00;7.18;3.55
24/12/2023 15:00;7.84;3.87
24/12/2023 16:00;6.23;3.31
24/12/2023 17:00;8.77;3.72
24/12/2023 18:00;9.84;4.38
24/12/2023 19:00;15.2;6.83
24/12/2023 20:00;19.19;11.0
24/12/2023 21:00;31.1;22.31
24/12/2023 22:00;25.28;16.45
24/12/2023 23:00;24.88;16.46
25/12/2023 0:00;24.88;19.03
25/12/2023 1:00;26.02;18.77
25/12/2023 2:00;29.84;22.7
25/12/2023 3:00;31.93;24.61
25/12/2023 4:00;27.38;20.76
25/12/2023 5:00;32.64;24.58
25/12/2023 6:00;22.91;17.12
25/12/2023 7:00;29.33;18.21
25/12/2023 8:00;25.74;17.28
25/12/2023 9:00;23.82;16.07
25/12/2023 10:00;11.03;7.63
25/12/2023 11:00;7.81;4.75
25/12/2023 12:00;6.12;3.36
25/12/2023 13:00;4.95;2.63
25/12/2023 14:00;5.07;2.97
25/12/2023 15:00;5.4;3.1
25/12/2023 16:00;5.34;3.04
25/12/2023 17:00;6.89;3.36
25/12/2023 18:00;9.17;3.86
25/12/2023 19:00;10.39;3.79
25/12/2023 20:00;9.25;3.53
25/12/2023 21:00;10.16;3.96
25/12/2023 22:00;8.25;2.81
25/12/2023 23:00;5.4;2.17
26/12/2023 0:00;4.69;1.93
26/12/2023 1:00;4.74;2.47
26/12/2023 2:00;5.44;2.55
26/12/2023 3:00;9.31;4.24
26/12/2023 4:00;12.2;4.76
26/12/2023 5:00;14.62;5.41
26/12/2023 6:00;18.65;6.32
26/12/2023 7:00;16.18;6.89
26/12/2023 8:00;21.4;6.35
26/12/2023 9:00;14.38;5.03
26/12/2023 10:00;12.65;4.11
26/12/2023 11:00;13.03;4.23
26/12/2023 12:00;10.65;3.44
26/12/2023 13:00;10.72;3.59
26/12/2023 14:00;8.82;3.18
26/12/2023 15:00;10.75;3.32
26/12/2023 16:00;10.82;2.98
26/12/2023 17:00;10.71;3.1
26/12/2023 18:00;12.39;3.45
26/12/2023 19:00;7.98;2.77
26/12/2023 20:00;9.58;3.92
26/12/2023 21:00;7.97;2.27
26/12/2023 22:00;7.78;2.39
26/12/2023 23:00;10.75;3.19
27/12/2023 0:00;4.93;1.93
27/12/2023 1:00;5.4;2.2
27/12/2023 2:00;10.23;3.96
27/12/2023 3:00;10.06;4.18
27/12/2023 4:00;15.96;5.56
27/12/2023 5:00;12.8;4.43
27/12/2023 6:00;23.26;7.69
27/12/2023 7:00;22.01;8.53
27/12/2023 8:00;31.24;11.2
27/12/2023 9:00;18.1;7.71
27/12/2023 10:00;26.41;9.54
27/12/2023 11:00;10.9;4.61
27/12/2023 12:00;15.91;5.74
27/12/2023 13:00;7.99;2.72
27/12/2023 14:00;8.5;2.8
27/12/2023 15:00;8.2;2.54
27/12/2023 16:00;10.31;2.71
27/12/2023 17:00;10.37;3.25
27/12/2023 18:00;21.02;6.9
27/12/2023 19:00;14.54;5.65
27/12/2023 20:00;23.7;8.38
27/12/2023 21:00;23.75;10.37
27/12/2023 22:00;25.34;10.37
27/12/2023 23:00;20.94;9.56
28/12/2023 0:00;17.06;8.51
28/12/2023 1:00;15.11;8.26
28/12/2023 2:00;17.25;8.88
28/12/2023 3:00;15.7;9.03
28/12/2023 4:00;18.36;9.78
28/12/2023 5:00;23.17;11.95
28/12/2023 6:00;25.34;12.18
28/12/2023 7:00;39.82;17.82
28/12/2023 8:00;31.4;15.87
28/12/2023 9:00;28.58;13.25
28/12/2023 11:00;13.55;7.57
28/12/2023 12:00;14.2;8.25
28/12/2023 13:00;8.89;5.3
28/12/2023 14:00;6.95;3.95
28/12/2023 15:00;5.96;2.93
28/12/2023 16:00;10.36;4.33
28/12/2023 17:00;12.58;6.01
28/12/2023 20:00;8.17;3.59
28/12/2023 21:00;11.43;4.62
28/12/2023 22:00;15.7;5.08
28/12/2023 23:00;14.41;5.29
29/12/2023 0:00;15.31;6.27
29/12/2023 1:00;8.43;4.33
29/12/2023 2:00;10.67;4.94
29/12/2023 3:00;8.64;4.35
29/12/2023 4:00;9.07;4.42
29/12/2023 5:00;11.53;5.03
29/12/2023 6:00;28.41;9.77
29/12/2023 7:00;35.49;11.25
29/12/2023 8:00;31.18;12.8
29/12/2023 9:00;30.27;13.33
29/12/2023 10:00;24.66;10.16
29/12/2023 11:00;11.36;5.1
29/12/2023 12:00;11.95;5.62
29/12/2023 13:00;10.78;4.54
29/12/2023 14:00;10.09;4.12
29/12/2023 15:00;8.97;3.48
29/12/2023 16:00;11.2;4.93
29/12/2023 17:00;15.15;8.15
29/12/2023 18:00;11.04;6.06
29/12/2023 19:00;15.2;7.65
29/12/2023 20:00;14.65;7.6
29/12/2023 21:00;18.04;11.17
29/12/2023 22:00;16.79;11.29
29/12/2023 23:00;13.3;7.09
30/12/2023 0:00;11.72;6.29
30/12/2023 1:00;11.71;6.07
30/12/2023 2:00;15.69;6.99
30/12/2023 3:00;17.11;7.98
30/12/2023 4:00;24.95;9.14
30/12/2023 5:00;21.62;9.14
30/12/2023 6:00;25.5;11.74
30/12/2023 7:00;34.95;13.51
30/12/2023 8:00;36.03;14.52
30/12/2023 9:00;22.02;10.08
30/12/2023 10:00;13.56;6.6
30/12/2023 11:00;10.41;4.9
30/12/2023 12:00;10.8;5.0
30/12/2023 13:00;8.52;4.33
30/12/2023 14:00;9.89;5.37
30/12/2023 15:00;11.08;6.28
30/12/2023 16:00;9.01;4.94
30/12/2023 17:00;11.51;5.28
30/12/2023 18:00;12.87;5.78
30/12/2023 19:00;10.2;6.71
30/12/2023 20:00;10.1;7.13
30/12/2023 21:00;13.29;8.38
30/12/2023 22:00;13.58;7.04
30/12/2023 23:00;10.84;7.08
31/12/2023 0:00;14.62;9.1
31/12/2023 1:00;16.94;11.5
31/12/2023 2:00;12.33;9.26
31/12/2023 3:00;12.67;9.08
31/12/2023 4:00;13.59;9.16
31/12/2023 5:00;12.49;8.21
31/12/2023 6:00;18.76;11.03
31/12/2023 7:00;17.12;10.39
31/12/2023 8:00;15.73;11.12
31/12/2023 9:00;14.32;9.2
31/12/2023 10:00;13.04;8.16
31/12/2023 11:00;10.15;6.6
31/12/2023 12:00;11.52;7.88
31/12/2023 13:00;9.59;5.31
31/12/2023 14:00;8.67;4.93
31/12/2023 15:00;9.55;5.35
31/12/2023 17:00;5.81;4.05
31/12/2023 18:00;9.91;7.23
31/12/2023 19:00;13.77;10.08
31/12/2023 20:00;22.55;16.59
31/12/2023 21:00;28.47;21.88
31/12/2023 22:00;25.26;19.13
1/01/2024 0:00;27.55;20.29
1/01/2024 1:00;67.19;56.28
1/01/2024 2:00;71.75;62.03
1/01/2024 3:00;52.91;43.87
1/01/2024 4:00;42.56;35.35
1/01/2024 5:00;46.34;38.11
1/01/2024 6:00;41.93;34.29
1/01/2024 7:00;42.41;33.58
1/01/2024 8:00;42.44;35.99
1/01/2024 9:00;39.42;34.66
1/01/2024 10:00;24.69;20.82
1/01/2024 11:00;10.14;7.5
1/01/2024 12:00;5.97;3.71
1/01/2024 13:00;6.07;4.25
1/01/2024 14:00;5.6;3.88
1/01/2024 15:00;5.01;3.2
1/01/2024 16:00;4.64;3.0
1/01/2024 17:00;5.83;3.52
1/01/2024 18:00;9.02;4.96
1/01/2024 19:00;11.92;6.72
1/01/2024 20:00;13.41;8.14
1/01/2024 21:00;16.47;10.22
1/01/2024 22:00;14.58;9.02
1/01/2024 23:00;12.68;7.79
2/01/2024 0:00;11.57;7.73
2/01/2024 1:00;12.26;8.57
2/01/2024 2:00;13.83;9.39
2/01/2024 3:00;14.38;10.01
2/01/2024 4:00;14.69;9.06
2/01/2024 5:00;14.68;10.16
2/01/2024 6:00;17.18;11.64
2/01/2024 7:00;19.19;12.4
2/01/2024 8:00;18.6;10.49
2/01/2024 9:00;23.27;13.51
2/01/2024 10:00;15.63;9.88
2/01/2024 11:00;13.8;8.1
2/01/2024 12:00;12.07;6.97
2/01/2024 13:00;10.12;5.6
2/01/2024 14:00;8.5;4.4
2/01/2024 15:00;8.37;4.02
2/01/2024 16:00;9.34;4.46
2/01/2024 17:00;11.93;5.06
2/01/2024 18:00;13.19;7.47
2/01/2024 19:00;14.2;7.54
2/01/2024 20:00;15.41;8.1
2/01/2024 21:00;15.79;8.08
2/01/2024 22:00;14.71;7.54
2/01/2024 23:00;19.91;8.68
3/01/2024 0:00;16.23;9.27
3/01/2024 1:00;11.57;6.29
3/01/2024 2:00;10.12;5.96
3/01/2024 3:00;14.39;7.26
3/01/2024 4:00;15.58;8.98
3/01/2024 5:00;13.54;8.29
3/01/2024 6:00;35.91;15.27
3/01/2024 7:00;45.18;19.19
3/01/2024 8:00;39.82;14.77
3/01/2024 9:00;29.77;15.08
3/01/2024 10:00;19.43;9.67
3/01/2024 11:00;12.91;5.98
3/01/2024 12:00;10.73;5.15
3/01/2024 13:00;10.11;4.81
3/01/2024 14:00;10.1;5.04
3/01/2024 15:00;8.95;4.25
3/01/2024 16:00;9.95;3.93
3/01/2024 17:00;12.99;5.34
3/01/2024 18:00;11.69;4.98
3/01/2024 19:00;14.6;6.3
3/01/2024 20:00;12.99;6.05
3/01/2024 21:00;15.25;6.27
3/01/2024 22:00;14.4;6.01
3/01/2024 23:00;12.3;5.23
4/01/2024 0:00;11.11;4.89
4/01/2024 1:00;8.52;3.93
4/01/2024 2:00;6.2;3.02
4/01/2024 3:00;12.65;5.19
4/01/2024 4:00;8.69;4.2
4/01/2024 5:00;18.65;7.88
4/01/2024 6:00;31.54;11.27
4/01/2024 7:00;37.9;14.47
4/01/2024 8:00;58.76;20.08
4/01/2024 9:00;45.76;18.39
4/01/2024 10:00;27.77;10.82
4/01/2024 11:00;15.14;6.1
4/01/2024 12:00;12.93;5.02
4/01/2024 13:00;11.74;4.66
4/01/2024 14:00;9.12;3.48
4/01/2024 15:00;7.82;2.77
4/01/2024 16:00;8.85;3.6
4/01/2024 17:00;9.74;4.38
4/01/2024 18:00;12.15;4.97
4/01/2024 19:00;12.42;5.85
4/01/2024 20:00;17.06;8.16
4/01/2024 21:00;16.21;8.3
4/01/2024 22:00;15.57;6.89
4/01/2024 23:00;15.06;7.21
5/01/2024 0:00;13.38;6.62
5/01/2024 1:00;9.39;5.33
5/01/2024 2:00;12.71;6.6
5/01/2024 3:00;16.28;7.66
5/01/2024 4:00;12.96;7.43
5/01/2024 5:00;18.39;9.12
5/01/2024 6:00;19.39;9.18
5/01/2024 7:00;32.83;11.93
5/01/2024 8:00;48.55;15.16
5/01/2024 9:00;34.21;14.86
5/01/2024 10:00;24.52;12.11
5/01/2024 11:00;20.45;10.53
5/01/2024 12:00;14.32;7.26
5/01/2024 13:00;9.73;4.98
5/01/2024 14:00;9.9;4.8
5/01/2024 15:00;11.89;5.59
5/01/2024 16:00;12.92;6.1
5/01/2024 17:00;14.75;6.73
5/01/2024 18:00;13.09;6.74
5/01/2024 19:00;17.08;7.74
5/01/2024 20:00;19.68;8.46
5/01/2024 21:00;19.75;9.25
5/01/2024 22:00;18.95;9.15
5/01/2024 23:00;16.14;8.39
6/01/2024 0:00;14.48;8.1
6/01/2024 1:00;21.21;9.71
6/01/2024 2:00;15.24;8.68
6/01/2024 3:00;21.18;10.98
6/01/2024 4:00;15.34;9.12
6/01/2024 5:00;21.66;10.91
6/01/2024 6:00;41.58;17.8
6/01/2024 7:00;53.22;23.14
6/01/2024 8:00;39.45;23.41
6/01/2024 9:00;32.02;19.41
6/01/2024 10:00;38.36;17.99
6/01/2024 11:00;17.13;7.61
6/01/2024 12:00;11.67;5.0
6/01/2024 13:00;9.51;3.39
6/01/2024 14:00;8.74;2.92
6/01/2024 15:00;7.16;3.43
6/01/2024 16:00;8.82;3.93
6/01/2024 17:00;7.92;3.53
6/01/2024 18:00;12.87;5.87
6/01/2024 19:00;18.7;8.0
6/01/2024 20:00;19.42;7.11
6/01/2024 21:00;12.36;5.81
6/01/2024 22:00;10.99;4.86
6/01/2024 23:00;25.51;8.18
7/01/2024 0:00;19.12;6.88
7/01/2024 1:00;11.99;5.87
7/01/2024 2:00;17.82;7.41
7/01/2024 3:00;17.0;7.78
7/01/2024 4:00;14.41;5.79
7/01/2024 5:00;21.16;7.83
7/01/2024 6:00;18.18;8.43
7/01/2024 7:00;26.15;13.12
7/01/2024 8:00;50.49;30.73
7/01/2024 9:00;33.24;18.7
7/01/2024 10:00;14.79;8.28
7/01/2024 11:00;7.98;4.42
7/01/2024 12:00;6.69;3.05
7/01/2024 13:00;6.91;3.23
7/01/2024 14:00;6.84;3.64
7/01/2024 15:00;8.01;4.24
7/01/2024 16:00;7.15;4.15
7/01/2024 17:00;10.25;5.91
7/01/2024 18:00;14.28;6.9
7/01/2024 19:00;17.56;8.36
7/01/2024 20:00;19.94;13.01
7/01/2024 21:00;17.04;8.55
7/01/2024 22:00;13.29;6.69
7/01/2024 23:00;9.88;6.16
8/01/2024 0:00;9.86;6.05
8/01/2024 1:00;10.22;6.09
8/01/2024 2:00;14.0;7.66
8/01/2024 3:00;16.4;8.2
8/01/2024 4:00;16.2;7.96
8/01/2024 5:00;20.23;9.9
8/01/2024 6:00;21.22;10.88
8/01/2024 7:00;26.32;13.39
8/01/2024 8:00;18.08;11.1
8/01/2024 9:00;20.13;12.93
8/01/2024 10:00;18.62;11.0
8/01/2024 11:00;6.62;4.14
8/01/2024 12:00;8.12;4.89
8/01/2024 13:00;8.34;4.37
8/01/2024 14:00;6.72;3.6
8/01/2024 15:00;8.21;4.36
8/01/2024 16:00;8.84;4.6
8/01/2024 17:00;10.1;4.3
8/01/2024 18:00;12.47;5.27
8/01/2024 19:00;15.98;6.82
8/01/2024 20:00;18.49;8.26
8/01/2024 21:00;15.65;7.3
8/01/2024 22:00;16.14;7.49
8/01/2024 23:00;18.3;8.18
9/01/2024 0:00;12.39;7.35
9/01/2024 1:00;26.15;9.82
9/01/2024 2:00;21.55;9.86
9/01/2024 3:00;15.5;8.62
9/01/2024 4:00;24.39;12.22
9/01/2024 5:00;26.59;13.06
9/01/2024 6:00;29.01;14.56
9/01/2024 7:00;32.65;16.66
9/01/2024 8:00;60.07;27.55
9/01/2024 9:00;55.07;22.55
9/01/2024 10:00;37.4;14.86
9/01/2024 11:00;19.9;6.87
9/01/2024 12:00;10.3;3.81
9/01/2024 13:00;9.71;3.55
9/01/2024 14:00;12.75;5.02
9/01/2024 15:00;9.77;3.78
9/01/2024 16:00;9.55;3.88
9/01/2024 17:00;12.09;4.36
9/01/2024 18:00;18.61;6.16
9/01/2024 19:00;16.67;5.98
